drug_id,disease_id
D000639,D012735
D000639,D012798
D000639,D012893
D000639,D013009
D000639,D013064
D000639,D013226
D000639,D013375
D000639,D013575
D000639,D013610
D000639,D013616
D000639,D013617
D000639,D013921
D000639,D013927
D000639,D014012
D000639,D014202
D000639,D014652
D000639,D014786
D000639,D014987
D000639,D015430
D000639,D015746
D000639,D015835
D000639,D015877
D000639,D016055
D000639,D016171
D000639,D016584
D000639,D016757
D000639,D017109
D000639,D017180
D000639,D017202
D000639,D018487
D000639,D018754
D000639,D019226
D000639,D019956
D000639,D019964
D000639,D019966
D000639,D020230
D000639,D020258
D000639,D020734
D000639,D034381
D000639,D041781
D000639,D049188
D000639,D053608
D000639,D054537
D000639,D054556
D000639,D056486
D000639,D058186
D000639,D062787
D000639,D064420
D000661,D000014
D000661,D000647
D000661,D000740
D000661,D000855
D000661,D001008
D000661,D001068
D000661,D001145
D000661,D001259
D000661,D001284
D000661,D001289
D000661,D001523
D000661,D001714
D000661,D001919
D000661,D001927
D000661,D001930
D000661,D002311
D000661,D002385
D000661,D002543
D000661,D002544
D000661,D002545
D000661,D002637
D000661,D002653
D000661,D002658
D000661,D002819
D000661,D003072
D000661,D003329
D000661,D003866
D000661,D004195
D000661,D004211
D000661,D004409
D000661,D004417
D000661,D004421
D000661,D004681
D000661,D004827
D000661,D004831
D000661,D005119
D000661,D005221
D000661,D005334
D000661,D006130
D000661,D006212
D000661,D006331
D000661,D006556
D000661,D006930
D000661,D006948
D000661,D006973
D000661,D006976
D000661,D007022
D000661,D007035
D000661,D007174
D000661,D007859
D000661,D008107
D000661,D008569
D000661,D009069
D000661,D009202
D000661,D009203
D000661,D009205
D000661,D009212
D000661,D009369
D000661,D009395
D000661,D009410
D000661,D009422
D000661,D009459
D000661,D010146
D000661,D010259
D000661,D010291
D000661,D010300
D000661,D010493
D000661,D010554
D000661,D011230
D000661,D011248
D000661,D011297
D000661,D011317
D000661,D011595
D000661,D011605
D000661,D011618
D000661,D011654
D000661,D011693
D000661,D011782
D000661,D012128
D000661,D012206
D000661,D012559
D000661,D012640
D000661,D012893
D000661,D013226
D000661,D013345
D000661,D013375
D000661,D013610
D000661,D014657
D000661,D014839
D000661,D015431
D000661,D015746
D000661,D016055
D000661,D016757
D000661,D017202
D000661,D018476
D000661,D018487
D000661,D019636
D000661,D019956
D000661,D019966
D000661,D019969
D000661,D019970
D000661,D020018
D000661,D020233
D000661,D020244
D000661,D020300
D000661,D020301
D000661,D020521
D000661,D020820
D000661,D034381
D000661,D047928
D000661,D053608
D000661,D054058
D000661,D058186
D000661,D062787
D000661,D064420
D000677,D000230
D000677,D001145
D000677,D001855
D000677,D001943
D000677,D003967
D000677,D005767
D000677,D006932
D000677,D007938
D000677,D009202
D000677,D010689
D000677,D012804
D000677,D013280
D000677,D015470
D000677,D054198
D000677,D056486
D000983,D001284
D000983,D001749
D000983,D002277
D000983,D003866
D000983,D004342
D000983,D006323
D000983,D007674
D000983,D007680
D000983,D007681
D000983,D007683
D000983,D009336
D000983,D051437
D001241,D000014
D001241,D000138
D001241,D000230
D001241,D000236
D001241,D000707
D001241,D000740
D001241,D000743
D001241,D000787
D001241,D000799
D001241,D000855
D001241,D001002
D001241,D001049
D001241,D001168
D001241,D001172
D001241,D001249
D001241,D001281
D001241,D001284
D001241,D001416
D001241,D001480
D001241,D001749
D001241,D001778
D001241,D001927
D001241,D001928
D001241,D001929
D001241,D001932
D001241,D001943
D001241,D001986
D001241,D002277
D001241,D002289
D001241,D002292
D001241,D002295
D001241,D002318
D001241,D002375
D001241,D002524
D001241,D002543
D001241,D002544
D001241,D002545
D001241,D002546
D001241,D002561
D001241,D002637
D001241,D002779
D001241,D003110
D001241,D003128
D001241,D003221
D001241,D003244
D001241,D003324
D001241,D003327
D001241,D003328
D001241,D003329
D001241,D003371
D001241,D003556
D001241,D003638
D001241,D003704
D001241,D003875
D001241,D003920
D001241,D003925
D001241,D003928
D001241,D003929
D001241,D004211
D001241,D004342
D001241,D004415
D001241,D004417
D001241,D004487
D001241,D005076
D001241,D005221
D001241,D005234
D001241,D005317
D001241,D005334
D001241,D005483
D001241,D005756
D001241,D005759
D001241,D005767
D001241,D005909
D001241,D006261
D001241,D006311
D001241,D006319
D001241,D006331
D001241,D006333
D001241,D006345
D001241,D006417
D001241,D006461
D001241,D006463
D001241,D006470
D001241,D006471
D001241,D006501
D001241,D006505
D001241,D006930
D001241,D006932
D001241,D006934
D001241,D006940
D001241,D006943
D001241,D006965
D001241,D006967
D001241,D006973
D001241,D006987
D001241,D006996
D001241,D007003
D001241,D007008
D001241,D007022
D001241,D007035
D001241,D007232
D001241,D007249
D001241,D007431
D001241,D007511
D001241,D007565
D001241,D007674
D001241,D007676
D001241,D007680
D001241,D007681
D001241,D007683
D001241,D007752
D001241,D007964
D001241,D008171
D001241,D008180
D001241,D008569
D001241,D008654
D001241,D008881
D001241,D009120
D001241,D009123
D001241,D009203
D001241,D009325
D001241,D009336
D001241,D009374
D001241,D009846
D001241,D010003
D001241,D010146
D001241,D010149
D001241,D010190
D001241,D010211
D001241,D010243
D001241,D010291
D001241,D010300
D001241,D010437
D001241,D010490
D001241,D010612
D001241,D011141
D001241,D011183
D001241,D011230
D001241,D011248
D001241,D011297
D001241,D011507
D001241,D011537
D001241,D011654
D001241,D011693
D001241,D011695
D001241,D012120
D001241,D012128
D001241,D012141
D001241,D012206
D001241,D012640
D001241,D012852
D001241,D012893
D001241,D013203
D001241,D013272
D001241,D013274
D001241,D013276
D001241,D013345
D001241,D013375
D001241,D013610
D001241,D013736
D001241,D013921
D001241,D013923
D001241,D013927
D001241,D014012
D001241,D014456
D001241,D014549
D001241,D014555
D001241,D014581
D001241,D014652
D001241,D014717
D001241,D014786
D001241,D014839
D001241,D015179
D001241,D015228
D001241,D015431
D001241,D015746
D001241,D017093
D001241,D017114
D001241,D017180
D001241,D017202
D001241,D018487
D001241,D018771
D001241,D018908
D001241,D019586
D001241,D019966
D001241,D019970
D001241,D020246
D001241,D020300
D001241,D020520
D001241,D020521
D001241,D020795
D001241,D022124
D001241,D034381
D001241,D047928
D001241,D049188
D001241,D050197
D001241,D051437
D001241,D052016
D001241,D053608
D001241,D053609
D001241,D054058
D001241,D054537
D001241,D054556
D001241,D056486
D001241,D058186
D001241,D062787
D001241,D064420
D001241,D066126
D001623,D000138
D001623,D000152
D001623,D000707
D001623,D000857
D001623,D001145
D001623,D001169
D001623,D001172
D001623,D001766
D001623,D002312
D001623,D003329
D001623,D003872
D001623,D003875
D001623,D004342
D001623,D004401
D001623,D004487
D001623,D004802
D001623,D004890
D001623,D005317
D001623,D006333
D001623,D006606
D001623,D006940
D001623,D006943
D001623,D006973
D001623,D007008
D001623,D007333
D001623,D007752
D001623,D009135
D001623,D009203
D001623,D009207
D001623,D009336
D001623,D009798
D001623,D010146
D001623,D010264
D001623,D010523
D001623,D011248
D001623,D011297
D001623,D011537
D001623,D011559
D001623,D011565
D001623,D011654
D001623,D011655
D001623,D011782
D001623,D012120
D001623,D012141
D001623,D012871
D001623,D013118
D001623,D015431
D001623,D017116
D001623,D017674
D001623,D018908
D001623,D051437
D001623,D055154
D001629,D000236
D001629,D000799
D001629,D000855
D001629,D001416
D001629,D001928
D001629,D002318
D001629,D002493
D001629,D002779
D001629,D003110
D001629,D003324
D001629,D003875
D001629,D003920
D001629,D003921
D001629,D003924
D001629,D005234
D001629,D005355
D001629,D005756
D001629,D006029
D001629,D006261
D001629,D006528
D001629,D006529
D001629,D006937
D001629,D006943
D001629,D006946
D001629,D006949
D001629,D006984
D001629,D007249
D001629,D007333
D001629,D007674
D001629,D007683
D001629,D008105
D001629,D008114
D001629,D009135
D001629,D009203
D001629,D009212
D001629,D009220
D001629,D009336
D001629,D009395
D001629,D009468
D001629,D009765
D001629,D010146
D001629,D010523
D001629,D011230
D001629,D012206
D001629,D012817
D001629,D013733
D001629,D013927
D001629,D015228
D001629,D015431
D001629,D015451
D001629,D015470
D001629,D018149
D001629,D018908
D001629,D023921
D001629,D028361
D001629,D050171
D001629,D050197
D001629,D051437
D001629,D056486
D001629,D058186
D001629,D064420
D001629,D065626
D001712,D001480
D001712,D001714
D001712,D001919
D001712,D002375
D001712,D002819
D001712,D003072
D001712,D003680
D001712,D003693
D001712,D003866
D001712,D004401
D001712,D004409
D001712,D004421
D001712,D007319
D001712,D009069
D001712,D009207
D001712,D009437
D001712,D009759
D001712,D010300
D001712,D010302
D001712,D011595
D001712,D011605
D001712,D011618
D001712,D012021
D001712,D012559
D001712,D012640
D001712,D013375
D001712,D014103
D001712,D014202
D001712,D017109
D001712,D019964
D001712,D020734
D001712,D020821
D001971,D000236
D001971,D001145
D001971,D001281
D001971,D001480
D001971,D001523
D001971,D001714
D001971,D001919
D001971,D001929
D001971,D001930
D001971,D002311
D001971,D002318
D001971,D002375
D001971,D002389
D001971,D002543
D001971,D002544
D001971,D002561
D001971,D003221
D001971,D003248
D001971,D003328
D001971,D003329
D001971,D003693
D001971,D003866
D001971,D003875
D001971,D004244
D001971,D004409
D001971,D004421
D001971,D005334
D001971,D005355
D001971,D005687
D001971,D005767
D001971,D006177
D001971,D006212
D001971,D006261
D001971,D006312
D001971,D006319
D001971,D006331
D001971,D006333
D001971,D006470
D001971,D006501
D001971,D006869
D001971,D006948
D001971,D006966
D001971,D006970
D001971,D006973
D001971,D006980
D001971,D007022
D001971,D007024
D001971,D007172
D001971,D007247
D001971,D007249
D001971,D007319
D001971,D008113
D001971,D008581
D001971,D009069
D001971,D009127
D001971,D009203
D001971,D009207
D001971,D009325
D001971,D009422
D001971,D009459
D001971,D010146
D001971,D010300
D001971,D010493
D001971,D010554
D001971,D010911
D001971,D010996
D001971,D011605
D001971,D011618
D001971,D011654
D001971,D011658
D001971,D011928
D001971,D012559
D001971,D012640
D001971,D012735
D001971,D012893
D001971,D013272
D001971,D013375
D001971,D013575
D001971,D013610
D001971,D014202
D001971,D014549
D001971,D014786
D001971,D014839
D001971,D016055
D001971,D017180
D001971,D018476
D001971,D020018
D001971,D020230
D001971,D020233
D001971,D020300
D001971,D020301
D001971,D020521
D001971,D020734
D001971,D020820
D001971,D053609
D001971,D056486
D002034,D000138
D002034,D001919
D002034,D003967
D002034,D004417
D002034,D004487
D002034,D006333
D002034,D006930
D002034,D006973
D002034,D006974
D002034,D007008
D002034,D007674
D002034,D009135
D002034,D009140
D002034,D009404
D002034,D010146
D002034,D013262
D002034,D017202
D002034,D018149
D002034,D034381
D002034,D058186
D002047,D000860
D002047,D001281
D002047,D001649
D002047,D002658
D002047,D003865
D002047,D003866
D002047,D004244
D002047,D004487
D002047,D005313
D002047,D005334
D002047,D006212
D002047,D006501
D002047,D006556
D002047,D006930
D002047,D006948
D002047,D007022
D002047,D007565
D002047,D009203
D002047,D009220
D002047,D009293
D002047,D009325
D002047,D009336
D002047,D009357
D002047,D010146
D002047,D010149
D002047,D010538
D002047,D011248
D002047,D011297
D002047,D011596
D002047,D012131
D002047,D012206
D002047,D012640
D002047,D012893
D002047,D013375
D002047,D014839
D002047,D015746
D002047,D016055
D002047,D017114
D002047,D017202
D002047,D019954
D002047,D019966
D002047,D019970
D002047,D020250
D002047,D020300
D002047,D020301
D002047,D020964
D002047,D056486
D002047,D056784
D002047,D058186
D002047,D064420
D002065,D001008
D002065,D001049
D002065,D001259
D002065,D001321
D002065,D001480
D002065,D001714
D002065,D001919
D002065,D002375
D002065,D002389
D002065,D002524
D002065,D003221
D002065,D003865
D002065,D003866
D002065,D003967
D002065,D004244
D002065,D004409
D002065,D004421
D002065,D004487
D002065,D004830
D002065,D005334
D002065,D006212
D002065,D006261
D002065,D006945
D002065,D006970
D002065,D007010
D002065,D007319
D002065,D009069
D002065,D009207
D002065,D009325
D002065,D009771
D002065,D010292
D002065,D010302
D002065,D010554
D002065,D011297
D002065,D011618
D002065,D012640
D002065,D014202
D002065,D015877
D002065,D017109
D002065,D019970
D002065,D020018
D002065,D020230
D002065,D020734
D002065,D020820
D002065,D020821
D002110,D000014
D002110,D000015
D002110,D000230
D002110,D000236
D002110,D001008
D002110,D001049
D002110,D001281
D002110,D001282
D002110,D001289
D002110,D001480
D002110,D001714
D002110,D001766
D002110,D001929
D002110,D001930
D002110,D001943
D002110,D002294
D002110,D002295
D002110,D002318
D002110,D002375
D002110,D002389
D002110,D002543
D002110,D003072
D002110,D003110
D002110,D003327
D002110,D003329
D002110,D003645
D002110,D003866
D002110,D003875
D002110,D003967
D002110,D004195
D002110,D004244
D002110,D004409
D002110,D004487
D002110,D004715
D002110,D004830
D002110,D005234
D002110,D005317
D002110,D005334
D002110,D005355
D002110,D005767
D002110,D005923
D002110,D006029
D002110,D006130
D002110,D006212
D002110,D006261
D002110,D006323
D002110,D006330
D002110,D006331
D002110,D006345
D002110,D006417
D002110,D006470
D002110,D006505
D002110,D006930
D002110,D006940
D002110,D006948
D002110,D006965
D002110,D006973
D002110,D006974
D002110,D006977
D002110,D007008
D002110,D007022
D002110,D007035
D002110,D007235
D002110,D007249
D002110,D007319
D002110,D007333
D002110,D007674
D002110,D007680
D002110,D007681
D002110,D007683
D002110,D007859
D002110,D008106
D002110,D008113
D002110,D008114
D002110,D008133
D002110,D008175
D002110,D008206
D002110,D008325
D002110,D008569
D002110,D008881
D002110,D009069
D002110,D009120
D002110,D009135
D002110,D009202
D002110,D009203
D002110,D009325
D002110,D009336
D002110,D009357
D002110,D009374
D002110,D009395
D002110,D009436
D002110,D009765
D002110,D009798
D002110,D010024
D002110,D010146
D002110,D010300
D002110,D010488
D002110,D010911
D002110,D011141
D002110,D011230
D002110,D011297
D002110,D011507
D002110,D011596
D002110,D011605
D002110,D012148
D002110,D012509
D002110,D012559
D002110,D012640
D002110,D012878
D002110,D012893
D002110,D013272
D002110,D013274
D002110,D013345
D002110,D013375
D002110,D013575
D002110,D013610
D002110,D013614
D002110,D013617
D002110,D013981
D002110,D014202
D002110,D014555
D002110,D014581
D002110,D014693
D002110,D015431
D002110,D015674
D002110,D016584
D002110,D017114
D002110,D017180
D002110,D017202
D002110,D018879
D002110,D018908
D002110,D019957
D002110,D019964
D002110,D019966
D002110,D019970
D002110,D020521
D002110,D020964
D002110,D023341
D002110,D024821
D002110,D049188
D002110,D054537
D002110,D064420
D002110,D065626
D002220,D000014
D002220,D000015
D002220,D000341
D002220,D000380
D002220,D000740
D002220,D000741
D002220,D000743
D002220,D000799
D002220,D001037
D002220,D001145
D002220,D001168
D002220,D001259
D002220,D001289
D002220,D001480
D002220,D001523
D002220,D001649
D002220,D001714
D002220,D001778
D002220,D001855
D002220,D001919
D002220,D001927
D002220,D001943
D002220,D002037
D002220,D002389
D002220,D002493
D002220,D002524
D002220,D002526
D002220,D002637
D002220,D002653
D002220,D002761
D002220,D002779
D002220,D002780
D002220,D002972
D002220,D003072
D002220,D003117
D002220,D003128
D002220,D003221
D002220,D003231
D002220,D003324
D002220,D003645
D002220,D003693
D002220,D003866
D002220,D003873
D002220,D003875
D002220,D003928
D002220,D004172
D002220,D004195
D002220,D004211
D002220,D004244
D002220,D004342
D002220,D004401
D002220,D004409
D002220,D004417
D002220,D004421
D002220,D004487
D002220,D004681
D002220,D004802
D002220,D004827
D002220,D004829
D002220,D004830
D002220,D004831
D002220,D004832
D002220,D004890
D002220,D005076
D002220,D005128
D002220,D005221
D002220,D005315
D002220,D005317
D002220,D005334
D002220,D005879
D002220,D006099
D002220,D006212
D002220,D006261
D002220,D006311
D002220,D006323
D002220,D006327
D002220,D006332
D002220,D006333
D002220,D006345
D002220,D006402
D002220,D006501
D002220,D006505
D002220,D006529
D002220,D006930
D002220,D006948
D002220,D006965
D002220,D006970
D002220,D006973
D002220,D006987
D002220,D006996
D002220,D007010
D002220,D007022
D002220,D007035
D002220,D007172
D002220,D007177
D002220,D007565
D002220,D007683
D002220,D007859
D002220,D007964
D002220,D007970
D002220,D008113
D002220,D008133
D002220,D008180
D002220,D008206
D002220,D008223
D002220,D008569
D002220,D008582
D002220,D008881
D002220,D009069
D002220,D009128
D002220,D009203
D002220,D009205
D002220,D009207
D002220,D009220
D002220,D009325
D002220,D009362
D002220,D009395
D002220,D009410
D002220,D009421
D002220,D009422
D002220,D009436
D002220,D009437
D002220,D009459
D002220,D009503
D002220,D009759
D002220,D009886
D002220,D010146
D002220,D010195
D002220,D010198
D002220,D010292
D002220,D010302
D002220,D010490
D002220,D010523
D002220,D010554
D002220,D010787
D002220,D011041
D002220,D011141
D002220,D011248
D002220,D011297
D002220,D011537
D002220,D011595
D002220,D011605
D002220,D011618
D002220,D012010
D002220,D012164
D002220,D012559
D002220,D012563
D002220,D012640
D002220,D012770
D002220,D012804
D002220,D012848
D002220,D012871
D002220,D012893
D002220,D013064
D002220,D013163
D002220,D013226
D002220,D013262
D002220,D013313
D002220,D013375
D002220,D013575
D002220,D013610
D002220,D013616
D002220,D013617
D002220,D013651
D002220,D013921
D002220,D013927
D002220,D013981
D002220,D014202
D002220,D014474
D002220,D014549
D002220,D014581
D002220,D014652
D002220,D014717
D002220,D014786
D002220,D014839
D002220,D015267
D002220,D015430
D002220,D015451
D002220,D015835
D002220,D016055
D002220,D017093
D002220,D017114
D002220,D017119
D002220,D017180
D002220,D017880
D002220,D018366
D002220,D018476
D002220,D018487
D002220,D018500
D002220,D018754
D002220,D018771
D002220,D018908
D002220,D019465
D002220,D019954
D002220,D019964
D002220,D019966
D002220,D019970
D002220,D020138
D002220,D020233
D002220,D020234
D002220,D020246
D002220,D020258
D002220,D020300
D002220,D020820
D002220,D022124
D002220,D047928
D002220,D049188
D002220,D051437
D002220,D053608
D002220,D053609
D002220,D054038
D002220,D054537
D002220,D056486
D002220,D058186
D002220,D062787
D002220,D064420
D002437,D000743
D002437,D001049
D002437,D001749
D002437,D002295
D002437,D003875
D002437,D005334
D002437,D007683
D002437,D010019
D002437,D010538
D002437,D010689
D002437,D011507
D002437,D012640
D002437,D013203
D002437,D013262
D002437,D014581
D002437,D051437
D002443,D000707
D002443,D000743
D002443,D000744
D002443,D000855
D002443,D001002
D002443,D001068
D002443,D001264
D002443,D001424
D002443,D001745
D002443,D001927
D002443,D002311
D002443,D002545
D002443,D002769
D002443,D002779
D002443,D002780
D002443,D003875
D002443,D003967
D002443,D004409
D002443,D004802
D002443,D005076
D002443,D005334
D002443,D005483
D002443,D005759
D002443,D006311
D002443,D006323
D002443,D006461
D002443,D006505
D002443,D006606
D002443,D007239
D002443,D007249
D002443,D007565
D002443,D007674
D002443,D007683
D002443,D007970
D002443,D008107
D002443,D008133
D002443,D008581
D002443,D009102
D002443,D009202
D002443,D009325
D002443,D009395
D002443,D009503
D002443,D010019
D002443,D010195
D002443,D011014
D002443,D011559
D002443,D011655
D002443,D011704
D002443,D012021
D002443,D012141
D002443,D012640
D002443,D013203
D002443,D013226
D002443,D013262
D002443,D013375
D002443,D013921
D002443,D013927
D002443,D014511
D002443,D014581
D002443,D014839
D002443,D015431
D002443,D015746
D002443,D018487
D002443,D018805
D002443,D019966
D002443,D019969
D002443,D019970
D002443,D034381
D002443,D056486
D002443,D058186
D002701,D000380
D002701,D000740
D002701,D000741
D002701,D000799
D002701,D001855
D002701,D001919
D002701,D002543
D002701,D003638
D002701,D004342
D002701,D004802
D002701,D004827
D002701,D005076
D002701,D005334
D002701,D006312
D002701,D006319
D002701,D006402
D002701,D006461
D002701,D006471
D002701,D007022
D002701,D007035
D002701,D007938
D002701,D007964
D002701,D007970
D002701,D008569
D002701,D008581
D002701,D009135
D002701,D009336
D002701,D009362
D002701,D009422
D002701,D009461
D002701,D009896
D002701,D009901
D002701,D010019
D002701,D010146
D002701,D010198
D002701,D010291
D002701,D010523
D002701,D010538
D002701,D011014
D002701,D012131
D002701,D013921
D002701,D014652
D002701,D015470
D002701,D018487
D002701,D018805
D002701,D020234
D002701,D028361
D002701,D048629
D002701,D054198
D002701,D056486
D002701,D062787
D002701,D064420
D002738,D000014
D002738,D000647
D002738,D000741
D002738,D000743
D002738,D000749
D002738,D000799
D002738,D000860
D002738,D001145
D002738,D001168
D002738,D001172
D002738,D001480
D002738,D001714
D002738,D001766
D002738,D001927
D002738,D001943
D002738,D002037
D002738,D002312
D002738,D002375
D002738,D003117
D002738,D003128
D002738,D003693
D002738,D003711
D002738,D003866
D002738,D003872
D002738,D003873
D002738,D004172
D002738,D004195
D002738,D004244
D002738,D004417
D002738,D004421
D002738,D004830
D002738,D005128
D002738,D005221
D002738,D005234
D002738,D005317
D002738,D005767
D002738,D005909
D002738,D006212
D002738,D006261
D002738,D006311
D002738,D006323
D002738,D006327
D002738,D006331
D002738,D006332
D002738,D006333
D002738,D006461
D002738,D006505
D002738,D006934
D002738,D007003
D002738,D007008
D002738,D007022
D002738,D007024
D002738,D007249
D002738,D007634
D002738,D008064
D002738,D008133
D002738,D008178
D002738,D008180
D002738,D008288
D002738,D008708
D002738,D009133
D002738,D009135
D002738,D009140
D002738,D009157
D002738,D009202
D002738,D009325
D002738,D009336
D002738,D009400
D002738,D009422
D002738,D009436
D002738,D009468
D002738,D010146
D002738,D010198
D002738,D010211
D002738,D010291
D002738,D010523
D002738,D011041
D002738,D011115
D002738,D011297
D002738,D011537
D002738,D011605
D002738,D011618
D002738,D011693
D002738,D012021
D002738,D012164
D002738,D012640
D002738,D012770
D002738,D012871
D002738,D012893
D002738,D013226
D002738,D013575
D002738,D014693
D002738,D014786
D002738,D014839
D002738,D015431
D002738,D015470
D002738,D016171
D002738,D017180
D002738,D018366
D002738,D018908
D002738,D019954
D002738,D019964
D002738,D019966
D002738,D020233
D002738,D020257
D002738,D034381
D002738,D049188
D002738,D051437
D002738,D054537
D002738,D056486
D002738,D058186
D002738,D062787
D002738,D064420
D002744,D000707
D002744,D000741
D002744,D001986
D002744,D003875
D002744,D004409
D002744,D004487
D002744,D004893
D002744,D006261
D002744,D006948
D002744,D006967
D002744,D006970
D002744,D006973
D002744,D006980
D002744,D009135
D002744,D009325
D002744,D009336
D002744,D010146
D002744,D011537
D002744,D011654
D002744,D012131
D002744,D012141
D002744,D012640
D002744,D013276
D002744,D013375
D002744,D014581
D002744,D014693
D002744,D014839
D002746,D000380
D002746,D000743
D002746,D000744
D002746,D001008
D002746,D001049
D002746,D001068
D002746,D001145
D002746,D001157
D002746,D001259
D002746,D001264
D002746,D001281
D002746,D001284
D002746,D001289
D002746,D001327
D002746,D001342
D002746,D001480
D002746,D001523
D002746,D001649
D002746,D001714
D002746,D001766
D002746,D001778
D002746,D001919
D002746,D001929
D002746,D002037
D002746,D002375
D002746,D002389
D002746,D002526
D002746,D002653
D002746,D002761
D002746,D002779
D002746,D002780
D002746,D002819
D002746,D003221
D002746,D003248
D002746,D003680
D002746,D003693
D002746,D003866
D002746,D003873
D002746,D003920
D002746,D003967
D002746,D004244
D002746,D004401
D002746,D004409
D002746,D004421
D002746,D004487
D002746,D004830
D002746,D005076
D002746,D005234
D002746,D005334
D002746,D005687
D002746,D005910
D002746,D006212
D002746,D006261
D002746,D006323
D002746,D006461
D002746,D006937
D002746,D006948
D002746,D006966
D002746,D006970
D002746,D006973
D002746,D007022
D002746,D007024
D002746,D007035
D002746,D007172
D002746,D007177
D002746,D007232
D002746,D007319
D002746,D007333
D002746,D007565
D002746,D008064
D002746,D008105
D002746,D008107
D002746,D008133
D002746,D008180
D002746,D008288
D002746,D008881
D002746,D009069
D002746,D009127
D002746,D009135
D002746,D009202
D002746,D009207
D002746,D009336
D002746,D009357
D002746,D009369
D002746,D009422
D002746,D009459
D002746,D009771
D002746,D009896
D002746,D010146
D002746,D010198
D002746,D010243
D002746,D010259
D002746,D010291
D002746,D010302
D002746,D010523
D002746,D010554
D002746,D010787
D002746,D011248
D002746,D011297
D002746,D011317
D002746,D011537
D002746,D011595
D002746,D011596
D002746,D011605
D002746,D011618
D002746,D011655
D002746,D012021
D002746,D012131
D002746,D012164
D002746,D012559
D002746,D012563
D002746,D012640
D002746,D012798
D002746,D013009
D002746,D013035
D002746,D013226
D002746,D013342
D002746,D013375
D002746,D013575
D002746,D013614
D002746,D013616
D002746,D013617
D002746,D013733
D002746,D013923
D002746,D014103
D002746,D014202
D002746,D014549
D002746,D014693
D002746,D014839
D002746,D014987
D002746,D015430
D002746,D015835
D002746,D016171
D002746,D017109
D002746,D017180
D002746,D018476
D002746,D018754
D002746,D019954
D002746,D019955
D002746,D019966
D002746,D020230
D002746,D020246
D002746,D020734
D002746,D020820
D002746,D020821
D002746,D041781
D002746,D053608
D002746,D054537
D002746,D056486
D002746,D058186
D002746,D064420
D002747,D000743
D002747,D000744
D002747,D000787
D002747,D001284
D002747,D001649
D002747,D001928
D002747,D002779
D002747,D002780
D002747,D003128
D002747,D003711
D002747,D003872
D002747,D003920
D002747,D003924
D002747,D004342
D002747,D004487
D002747,D005076
D002747,D005483
D002747,D005921
D002747,D006461
D002747,D006505
D002747,D006973
D002747,D007003
D002747,D007010
D002747,D007177
D002747,D007565
D002747,D008107
D002747,D009325
D002747,D009404
D002747,D009901
D002747,D011183
D002747,D012010
D002747,D012769
D002747,D014555
D002747,D014839
D002747,D041781
D002747,D056486
D002794,D000647
D002794,D001321
D002794,D002658
D002794,D003072
D002794,D003866
D002794,D004195
D002794,D005234
D002794,D006505
D002794,D006528
D002794,D007249
D002794,D007859
D002794,D008103
D002794,D008113
D002794,D008569
D002794,D009336
D002794,D010195
D002794,D013226
D002794,D015431
D002794,D056486
D002794,D065626
D002927,D000707
D002927,D000740
D002927,D000741
D002927,D000743
D002927,D000744
D002927,D000799
D002927,D001002
D002927,D001008
D002927,D001049
D002927,D001145
D002927,D001259
D002927,D001281
D002927,D001480
D002927,D001523
D002927,D001919
D002927,D002389
D002927,D002493
D002927,D002526
D002927,D002779
D002927,D002819
D002927,D003128
D002927,D003221
D002927,D003248
D002927,D003329
D002927,D003693
D002927,D003704
D002927,D003866
D002927,D003875
D002927,D003967
D002927,D004172
D002927,D004244
D002927,D004342
D002927,D004409
D002927,D004415
D002927,D004417
D002927,D004421
D002927,D004487
D002927,D004802
D002927,D004827
D002927,D004830
D002927,D005076
D002927,D005221
D002927,D005334
D002927,D005483
D002927,D005687
D002927,D005756
D002927,D006177
D002927,D006212
D002927,D006261
D002927,D006311
D002927,D006323
D002927,D006402
D002927,D006471
D002927,D006505
D002927,D006528
D002927,D006943
D002927,D006948
D002927,D006966
D002927,D006970
D002927,D006973
D002927,D007003
D002927,D007022
D002927,D007172
D002927,D007410
D002927,D007674
D002927,D007970
D002927,D008107
D002927,D008569
D002927,D008708
D002927,D009069
D002927,D009207
D002927,D009325
D002927,D009336
D002927,D009395
D002927,D009422
D002927,D009468
D002927,D009503
D002927,D009845
D002927,D009901
D002927,D010146
D002927,D010195
D002927,D010198
D002927,D010259
D002927,D010302
D002927,D010437
D002927,D010523
D002927,D010689
D002927,D011041
D002927,D011141
D002927,D011183
D002927,D011537
D002927,D011595
D002927,D011605
D002927,D012131
D002927,D012640
D002927,D012735
D002927,D012772
D002927,D013064
D002927,D013226
D002927,D013274
D002927,D013276
D002927,D013375
D002927,D013610
D002927,D013921
D002927,D014202
D002927,D014456
D002927,D014581
D002927,D014657
D002927,D014693
D002927,D014717
D002927,D014839
D002927,D015431
D002927,D015746
D002927,D015835
D002927,D016171
D002927,D016584
D002927,D016889
D002927,D017180
D002927,D017285
D002927,D018366
D002927,D018487
D002927,D018879
D002927,D019954
D002927,D019964
D002927,D020018
D002927,D020246
D002927,D051437
D002927,D053099
D002927,D053608
D002927,D053609
D002927,D054138
D002927,D054537
D002927,D056486
D002927,D058186
D002927,D064420
D002939,D000743
D002939,D000744
D002939,D000799
D002939,D001008
D002939,D001201
D002939,D001281
D002939,D001424
D002939,D001649
D002939,D001714
D002939,D001749
D002939,D001766
D002939,D001855
D002939,D001919
D002939,D001927
