meshid,side effect UMLS_id
D000069470,C0010709
D000069470,C0011053
D000069470,C0011124
D000069470,C0855242
D000069470,C0011168
D000069470,C0011175
D000069470,C0011206
D000069470,C0011253
D000069470,C0011551
D000069470,C0011570
D000069470,C0011581
D000069470,C0013415
D000069470,C0011606
D000069470,C0011616
D000069470,C0011849
D000069470,C0011991
D000069470,C0012569
D000069470,C0012833
D000069470,C0013298
D000069470,C0013378
D000069470,C0013384
D000069470,C0013390
D000069470,C0013395
D000069470,C0013404
D000069470,C0013428
D000069470,C0013491
D000069470,C0013595
D000069470,C0013604
D000069470,C0013781
D000069470,C0014175
D000069470,C0014457
D000069470,C0014518
D000069470,C0014591
D000069470,C0014724
D000069470,C0014742
D000069470,C0014743
D000069470,C0014863
D000069470,C0014868
D000069470,C0015230
D000069470,C0011603
D000069470,C0015300
D000069470,C0015402
D000069470,C0015469
D000069470,C0919980
D000069470,C0015644
D000069470,C0235086
D000069470,C0015672
D000069470,C0015695
D000069470,C2711227
D000069470,C0015967
D000069470,C0016034
D000069470,C0016204
D000069470,C0016382
D000069470,C0016658
D000069470,C0016655
D000069470,C0016867
D000069470,C0242301
D000069470,C0017152
D000069470,C0017160
D000069470,C0017168
D000069470,C0017181
D000069470,C0017565
D000069470,C0017574
D000069470,C0017601
D000069470,C0017605
D000069470,C0017675
D000069470,C0017979
D000069470,C0018021
D000069470,C0018099
D000069470,C0018188
D000069470,C0018378
D000069470,C0018418
D000069470,C0018520
D000069470,C0018524
D000069470,C0018681
D000069470,C0018790
D000069470,C0018799
D000069470,C0018802
D000069470,C0018926
D000069470,C0018939
D000069470,C0018944
D000069470,C0018965
D000069470,C0018995
D000069470,C0019079
D000069470,C0019080
D000069470,C0518015
D000069470,C0019112
D000069470,C0019158
D000069470,C0019521
D000069470,C0019572
D000069470,C0020039
D000069470,C0020433
D000069470,C0020438
D000069470,C0020443
D000069470,C0020453
D000069470,C0020456
D000069470,C0020461
D000069470,C0020473
D000069470,C0020517
D000069470,C0020538
D000069470,C0020550
D000069470,C0020569
D000069470,C0020578
D000069470,C0020580
D000069470,C0020615
D000069470,C0020621
D000069470,C0020624
D000069470,C0020625
D000069470,C0020639
D000069470,C0020649
D000069470,C0020651
D000069470,C0020676
D000069470,C0020701
D000069470,C0009946
D000069470,C0020877
D000069470,C0021141
D000069470,C0021177
D000069470,C0021400
D000069470,C0021843
D000069470,C0022107
D000069470,C0022116
D000069470,C0022346
D000069470,C0022408
D000069470,C0029408
D000069470,C0022568
D000069470,C0022650
D000069470,C0392525
D000069470,C0022893
D000069470,C0023052
D000069470,C0023066
D000069470,C0023067
D000069470,C0023218
D000069470,C0037763
D000069470,C0023518
D000069470,C0023530
D000069470,C0023533
D000069470,C0227791
D000069470,C0024115
D000069470,C0024282
D000069470,C0024894
D000069470,C0024902
D000069470,C0025222
D000069470,C0025320
D000069470,C0025323
D000069470,C0025345
D000069470,C0025874
D000069470,C0026113
D000069470,C0026205
D000069470,C0026265
D000069470,C0026603
D000069470,C0026764
D000069470,C0032131
D000069470,C0026821
D000069470,C0026826
D000069470,C0026827
D000069470,C1142135
D000069470,C0026848
D000069470,C0026961
D000069470,C0027051
D000069470,C0948089
D000069470,C0027066
D000069470,C0027497
D000069470,C0027540
D000069470,C0027769
D000069470,C0233494
D000069470,C0027796
D000069470,C0027813
D000069470,C0031117
D000069470,C0027849
D000069470,C0027947
D000069470,C0028081
D000069470,C0028084
D000069470,C0028734
D000069470,C0028738
D000069470,C0028961
D000069470,C0029191
D000069470,C1142011
D000069470,C0029261
D000069470,C0029456
D000069470,C0029464
D000069470,C0029878
D000069470,C0029882
D000069470,C0029927
D000069470,C0030193
D000069470,C0030232
D000069470,C0030252
D000069470,C0030305
D000069470,C0030312
D000069470,C0030318
D000069470,C0030353
D000069470,C0029134
D000069470,C0030552
D000069470,C0030554
D000069470,C0030583
D000069470,C0030794
D000069470,C0031099
D000069470,C0031256
D000069470,C0031350
D000069470,C0032231
D000069470,C0032285
D000069470,C0032463
D000069470,C0032617
D000069470,C1167965
D000069470,C0033246
D000069470,C0033575
D000069470,C0033581
D000069470,C0033687
D000069470,C0948586
D000069470,C0033771
D000069470,C0033774
D000069470,C0033860
D000069470,C0033975
D000069470,C0034065
D000069470,C0034068
D000069470,C0034150
D000069470,C1368065
D000069470,C0034186
D000069470,C0034359
D000069470,C0034880
D000069470,C0034882
D000069470,C0687707
D000069470,C0035078
D000069470,C0035317
D000069470,C0035410
D000069470,C0035455
D000069470,C0036130
D000069470,C0036416
D000069470,C0036454
D000069470,C0036508
D000069470,C0036572
D000069470,C0036974
D000069470,C0037036
D000069470,C0037199
D000069470,C0037315
D000069470,C0037317
D000069470,C0851578
D000069470,C0038325
D000069470,C0038362
D000069470,C0038454
D000069470,C0038534
D000069470,C0009760
D000069470,C0038587
D000069470,C0038661
D000069470,C0852733
D000069470,C0038663
D000069470,C0038990
D000069470,C0020458
D000069470,C0039070
D000069470,C0041657
D000069470,C0039231
D000069470,C0039240
D000069470,C0039520
D000069470,C0039971
D000069470,C0040034
D000069470,C0040046
D000069470,C0040137
D000069470,C0040136
D000069470,C0040147
D000069470,C0040264
D000069470,C0040479
D000069470,C0040485
D000069470,C0040822
D000069470,C0041105
D000069470,C0041747
D000069470,C0041834
D000069470,C0041912
D000069470,C0041948
D000069470,C0242528
D000069470,C0042023
D000069470,C0042024
D000069470,C0042063
D000069470,C0042109
D000069470,C0042134
D000069470,C0042164
D000069470,C0042267
D000069470,C0404521
D000069470,C0042345
D000069470,C0042401
D000069470,C1142412
D000069470,C0042485
D000069470,C0042510
D000069470,C0042514
D000069470,C0042571
D000069470,C0042963
D000069470,C0043094
D000069470,C0043096
D000069470,C0043251
D000069470,C3263723
D000069470,C0043352
D000069470,C0043387
D000069470,C0080274
D000069470,C0085096
D000069470,C0085593
D000069470,C0085595
D000069470,C0234930
D000069470,C0085606
D000069470,C0085614
D000069470,C0085623
D000069470,C0085628
D000069470,C0549249
D000069470,C0085631
D000069470,C0085632
D000069470,C0233471
D000069470,C0085633
D000069470,C0233472
D000069470,C0085636
D000069470,C0085641
D000069470,C0085681
D000069470,C0085682
D000069470,C0085688
D000069470,C0085762
D000069470,C0086439
D000069470,C0086543
D000069470,C0149741
D000069470,C0149745
D000069470,C0149756
D000069470,C0149871
D000069470,C0149931
D000069470,C0151315
D000069470,C0948525
D000069470,C1320474
D000069470,C0151474
D000069470,C0151514
D000069470,C0151529
D000069470,C0151538
D000069470,C0151539
D000069470,C0151571
D000069470,C0151576
D000069470,C0853034
D000069470,C0151578
D000069470,C0235431
D000069470,C0151580
D000069470,C0151596
D000069470,C0151601
D000069470,C0151610
D000069470,C0040409
D000069470,C0151636
D000069470,C0151689
D000069470,C0474378
D000069470,C0151691
D000069470,C0151692
D000069470,C0151713
D000069470,C1168034
D000069470,C0151717
D000069470,C0151718
D000069470,C0151736
D000069470,C0151737
D000069470,C0151746
D000069470,C1565489
D000069470,C0151752
D000069470,C0235660
D000069470,C0151754
D000069470,C0853149
D000069470,C0151763
D000069470,C0160390
D000069470,C0151766
D000069470,C0151767
D000069470,C0151772
D000069470,C0338831
D000069470,C0151824
D000069470,C0151825
D000069470,C0151826
D000069470,C0151827
D000069470,C0151836
D000069470,C1456784
D000069470,C0151838
D000069470,C0521591
D000069470,C0151849
D000069470,C0852911
D000069470,C0151883
D000069470,C0085932
D000069470,C0151888
D000069470,C0151889
D000069470,C0151904
D000069470,C0151905
D000069470,C0151907
D000069470,C0151908
D000069470,C0151937
D000069470,C0151998
D000069470,C0152198
D000069470,C0152459
D000069470,C0155365
D000069470,C0156543
D000069470,C0162830
D000069470,C0162835
D000069470,C0162848
D000069470,C1274594
D000069470,C0206062
D000069470,C0231218
D000069470,C0234215
D000069470,C2047937
D000069470,C0231365
D000069470,C0231528
D000069470,C0231530
D000069470,C0232461
D000069470,C0233477
D000069470,C0233514
D000069470,C0233565
D000069470,C0233632
D000069470,C1306341
D000069470,C0233715
D000069470,C0037822
D000069470,C0234022
D000069470,C0234047
D000069470,C0234133
D000069470,C0015371
D000069470,C0234458
D000069470,C0235146
D000069470,C0235567
D000069470,C1262144
D000069470,C0235639
D000069470,C0438142
D000069470,C0235966
D000069470,C0236051
D000069470,C0013220
D000069470,C0237938
D000069470,C0241633
D000069470,C0520589
D000069470,C0241934
D000069470,C0242073
D000069470,C0948349
D000069470,C0242350
D000069470,C0262662
D000069470,C0340464
D000069470,C0267596
D000069470,C0270458
D000069470,C1269683
D000069470,C0277889
D000069470,C0278079
D000069470,C1510472
D000069470,C0302809
D000069470,C0314719
D000069470,C0344232
D000069470,C0344320
D000069470,C0392156
D000069470,C0392171
D000069470,C0521839
D000069470,C0423791
D000069470,C0424000
D000069470,C0424295
D000069470,C0424740
D000069470,C0277925
D000069470,C0424741
D000069470,C0426732
D000069470,C0427086
D000069470,C0428977
D000069470,C0439857
D000069470,C0442874
D000069470,C0451641
D000069470,C0042018
D000069470,C0455204
D000069470,C0455769
D000069470,C0474381
D000069470,C0494475
D000069470,C0014549
D000069470,C0497156
D000069470,C0497247
D000069470,C0497327
D000069470,C0520966
D000069470,C0522172
D000069470,C0541881
D000069470,C0542571
D000069470,C0546956
D000069470,C0547030
D000069470,C3665347
D000069470,C0549399
D000069470,C0549622
D000069470,C0553721
D000069470,C0020620
D000069470,C0553731
D000069470,C0854082
D000069470,C0558489
D000069470,C0574067
D000069470,C0010200
D000069470,C0575081
D000069470,C0577115
D000069470,C0595929
D000069470,C0595930
D000069470,C0600142
D000069470,C0236075
D000069470,C0686347
D000069470,C0687133
D000069470,C0694536
D000069470,C0699828
D000069470,C0702266
D000069470,C0740394
D000069470,C0235416
D000069470,C0740425
D000069470,C0836924
D000069470,C0917798
D000069470,C0917801
D000069470,C0947912
D000069470,C0151786
D000069470,C1112573
D000069470,C1167709
D000069470,C1510410
D000069470,C1522133
D000069470,C1956089
D000069470,C1442903
D000069470,C1956346
D000069470,C1971624
D000069470,C2225524
D000069470,C2242621
D000069470,C0541941
D000069470,C2364111
D000069470,C2830004
D000069470,C2937350
D000069470,C0235969
D000069470,C2979982
D000069470,C2981158
D000069470,C3203358
D000069470,C0242184
D000069470,C1145670
D000069470,C3665386
D000070,C0000737
D000070,C0687713
D000070,C0001824
D000070,C0003123
D000070,C0232462
D000070,C0003467
D000070,C0003862
D000070,C0948594
D000070,C0004093
D000070,C0004245
D000070,C0004604
D000070,C0006266
D000070,C0007166
D000070,C0007398
D000070,C0008031
D000070,C0008033
D000070,C0009676
D000070,C1443060
D000070,C0009763
D000070,C0009782
D000070,C0009806
D000070,C0010200
D000070,C0011570
D000070,C0011603
D000070,C0011606
D000070,C0011991
D000070,C0012833
D000070,C0013144
D000070,C2830004
D000070,C0013395
D000070,C0013404
D000070,C0013428
D000070,C0013604
D000070,C0015230
D000070,C0015672
D000070,C0015967
D000070,C0016204
D000070,C0016382
D000070,C0017178
D000070,C0018524
D000070,C0018681
D000070,C0018801
D000070,C0018802
D000070,C0018834
D000070,C0020580
D000070,C0020649
D000070,C0020651
D000070,C0021775
D000070,C0022281
D000070,C0023066
D000070,C0023380
D000070,C0024141
D000070,C0025061
D000070,C0027497
D000070,C0027765
D000070,C0028734
D000070,C0030193
D000070,C0030196
D000070,C0030252
D000070,C0030554
D000070,C0030848
D000070,C0031350
D000070,C0032285
D000070,C0033774
D000070,C0033975
D000070,C0035455
D000070,C0036973
D000070,C0085593
D000070,C0038990
D000070,C0020458
D000070,C0039070
D000070,C0041657
D000070,C0036974
D000070,C0040264
D000070,C0042109
D000070,C0042373
D000070,C0042571
D000070,C0042963
D000070,C0043094
D000070,C0043144
D000070,C0085633
D000070,C0233472
D000070,C0151517
D000070,C0151827
D000070,C0151904
D000070,C0151942
D000070,C0162529
D000070,C0178298
D000070,C0037274
D000070,C0220870
D000070,C0231218
D000070,C0234215
D000070,C2047937
D000070,C0231528
D000070,C0233407
D000070,C0234238
D000070,C0234458
D000070,C0234913
D000070,C0235896
D000070,C0242350
D000070,C0242429
D000070,C2363730
D000070,C2363731
D000070,C0259817
D000070,C0262985
D000070,C0264906
D000070,C0277925
D000070,C0311468
D000070,C0314719
D000070,C0344232
D000070,C0344320
D000070,C0428977
D000070,C0476273
D000070,C0541782
D000070,C0547030
D000070,C3665347
D000070,C0600142
D000070,C0236075
D000070,C0701811
D000070,C0002622
D000070,C0857305
D000070,C0858678
D000070,C0002170
D000070,C0917801
D000070,C0919715
D000070,C1456822
D000070,C1971624
D000070,C2981158
D000070,C3665386
D000070,C3665609
D000082,C0000737
D000082,C0687713
D000082,C0001339
D000082,C0001824
D000082,C0002792
D000082,C0002871
D000082,C0002878
D000082,C0002994
D000082,C0003123
D000082,C0232462
D000082,C0003467
D000082,C0004096
D000082,C0004144
D000082,C0032326
D000082,C0004936
D000082,C0005694
D000082,C0006266
D000082,C0008031
D000082,C0009421
D000082,C0009676
D000082,C1443060
D000082,C0009782
D000082,C0009806
D000082,C0010200
D000082,C0011606
D000082,C0011615
D000082,C0011991
D000082,C0012833
D000082,C0013144
D000082,C2830004
D000082,C0013384
D000082,C0013395
D000082,C0013404
D000082,C0013428
D000082,C0013604
D000082,C0014518
D000082,C0014724
D000082,C0015230
D000082,C0011603
D000082,C0015397
D000082,C0015672
D000082,C0004093
D000082,C0015967
D000082,C0016382
D000082,C0017178
D000082,C0017605
D000082,C0018524
D000082,C0018681
D000082,C0018799
D000082,C0018939
D000082,C0019080
D000082,C0518015
D000082,C0020456
D000082,C0020517
D000082,C0020538
D000082,C0020621
D000082,C0020649
D000082,C0021053
D000082,C0022107
D000082,C0022660
D000082,C0022672
D000082,C1720775
D000082,C0023530
D000082,C0025061
D000082,C0026827
D000082,C1142135
D000082,C0026961
D000082,C0027066
D000082,C0027497
D000082,C0027765
D000082,C0027769
D000082,C0233494
D000082,C0027947
D000082,C0028084
D000082,C0028961
D000082,C0030196
D000082,C0030252
D000082,C0030312
D000082,C0032227
D000082,C0032788
D000082,C0919874
D000082,C0033774
D000082,C0034063
D000082,C0036572
D000082,C0036973
D000082,C0085593
D000082,C0036974
D000082,C0037763
D000082,C0038325
D000082,C0014742
D000082,C0038450
D000082,C0038990
D000082,C0020458
D000082,C0039231
D000082,C0040034
D000082,C0040822
D000082,C0041105
D000082,C0041834
D000082,C0041948
D000082,C0242528
D000082,C0042075
D000082,C0041969
D000082,C0042109
D000082,C0042373
D000082,C0042963
D000082,C0043144
D000082,C0043352
D000082,C0080274
D000082,C0085605
D000082,C0085631
D000082,C0085641
D000082,C0085649
D000082,C0085682
D000082,C0086565
D000082,C0151205
D000082,C0151723
D000082,C0151735
D000082,C0151763
D000082,C0160390
D000082,C0151786
D000082,C0151798
D000082,C0151828
D000082,C0151889
D000082,C0151904
D000082,C0152032
D000082,C0154946
D000082,C2242588
D000082,C0162429
D000082,C0162557
D000082,C0178298
D000082,C0037274
D000082,C0220870
D000082,C0221201
D000082,C0221242
D000082,C0011609
D000082,C0231218
D000082,C0234215
D000082,C2047937
D000082,C0231530
D000082,C0231856
D000082,C0232292
D000082,C0235710
D000082,C0232459
D000082,C0232487
D000082,C0233414
D000082,C0233477
D000082,C0235063
D000082,C0855775
D000082,C0235146
D000082,C0235853
D000082,C0030805
D000082,C0235996
D000082,C0239981
D000082,C0241705
D000082,C0267792
D000082,C0302809
D000082,C0344232
D000082,C0349506
D000082,C0162830
D000082,C0392025
D000082,C0000731
D000082,C0423791
D000082,C0427108
D000082,C0575090
D000082,C0455769
D000082,C0497247
D000082,C0520966
D000082,C0541919
D000082,C0393593
D000082,C0546817
D000082,C0549493
D000082,C0585186
D000082,C0687133
D000082,C0699828
D000082,C0700590
D000082,
D000082,C0851536
D000082,C0856054
D000082,C0877055
D000082,C0877398
D000082,C0917801
D000082,C0919823
D000082,C0019158
D000082,C1096035
D000082,C1739363
D000082,C1704272
D000082,C2609176
D000086,C0001824
D000086,C0002792
D000086,C0002874
D000086,C0004134
D000086,C0009676
D000086,C1443060
D000086,C0011991
D000086,C0012833
D000086,C0013144
D000086,C2830004
D000086,C0013378
D000086,C0014518
D000086,C0015672
D000086,C0004093
D000086,C0015967
D000086,C0016382
D000086,C0017979
D000086,C0018681
D000086,C0018939
D000086,C0018965
D000086,C0020615
D000086,C0020621
D000086,C0020625
D000086,C0022107
D000086,C0022354
D000086,C0023530
D000086,C0025222
D000086,C0027497
D000086,C0028643
D000086,C0278134
D000086,C0020580
D000086,C0029442
D000086,C0030554
D000086,C0032617
D000086,C1167965
D000086,C0036572
D000086,C0036974
D000086,C0038325
D000086,C0014742
D000086,C0039971
D000086,C0040034
D000086,C0040264
D000086,C0042109
D000086,C0042963
D000086,C0085602
D000086,C0085620
D000086,C0086565
D000086,C0151686
D000086,C0151798
D000086,C0151828
D000086,C0220981
D000086,C0231218
D000086,C0234215
D000086,C2047937
D000086,C0232459
D000086,C0017178
D000086,C0013395
D000086,C0233571
D000086,C0085631
D000086,C0267792
D000086,C0340865
D000086,C0342579
D000086,C0349506
D000086,C0162830
D000086,C0542184
D000086,C0857305
D000086,C0858775
D000086,C0027092
D000086,C1306571
D000086,C0085605
D000086,C1504494
D000086,C1971624
D000086,C0232462
D000086,C2242996
D000109,C0010037
D000109,C0010038
D000109,C0013404
D000109,C0016382
D000109,C0020649
D000109,C0038990
D000109,C0020458
D000109,C0428977
D000109,C0948284
D000241,C0002792
D000241,C0002994
D000241,C0003578
D000241,C0003811
D000241,C0004093
D000241,C0004238
D000241,C0004245
D000241,C0004604
D000241,C0006266
D000241,C0008031
D000241,C0010200
D000241,C0012833
D000241,C0013144
D000241,C2830004
D000241,C0013404
D000241,C0015230
D000241,C0011603
D000241,C0016382
D000241,C0018681
D000241,C0018790
D000241,C0018799
D000241,C0018801
D000241,C0020517
D000241,C0020538
D000241,C0020578
D000241,C0020649
D000241,C0025061
D000241,C0027051
D000241,C0948089
D000241,C0027424
D000241,C0027497
D000241,C0027769
D000241,C0233494
D000241,C0028643
D000241,C0278134
D000241,C0020580
D000241,C0030193
D000241,C0030252
D000241,C0030554
D000241,C0033036
D000241,C0036454
D000241,C0036572
D000241,C0037188
D000241,C2747891
D000241,C0038454
D000241,C0038990
D000241,C0020458
D000241,C0039070
D000241,C0041657
D000241,C0036974
D000241,C0039231
D000241,C0039239
D000241,C0040264
D000241,C0040479
D000241,C0040822
D000241,C0042109
D000241,C0042510
D000241,C0042514
D000241,C0042963
D000241,C0043352
D000241,C0079043
D000241,C0085606
D000241,C0042023
D000241,C0085612
D000241,C0085614
D000241,C0085624
D000241,C0085633
D000241,C0233472
D000241,C0151517
D000241,C0151636
D000241,C0151699
D000241,C0151735
D000241,C0151740
D000241,C0151744
D000241,C0162297
D000241,
D000241,C0220870
D000241,C0232124
D000241,C0340464
D000241,C0232487
D000241,C0233485
D000241,C0003467
D000241,C0234215
D000241,C0235004
D000241,C0235169
D000241,C0085631
D000241,C0235706
D000241,C0948594
D000241,C0235710
D000241,C0236071
D000241,C0240327
D000241,C0013378
D000241,C0264906
D000241,C0344232
D000241,C0428977
D000241,C0438716
D000241,C0494475
D000241,C0014549
D000241,C0497247
D000241,C0520886
D000241,C0520887
D000241,C0541782
D000241,C0750194
D000241,C0854303
D000241,C0857153
D000241,C0858924
D000241,C0948296
D000241,C1096250
D000241,C1145670
D000241,C1956346
D000241,C2242996
D000493,C0000737
D000493,C0687713
D000493,C0001125
D000493,C0001824
D000493,C0001925
D000493,C0002170
D000493,C0002418
D000493,C0002622
D000493,C0002792
D000493,C0002871
D000493,C0002874
D000493,C0002878
D000493,C0002962
D000493,C0002994
D000493,C0003123
D000493,C0232462
D000493,C0003578
D000493,C0003862
D000493,C0948594
D000493,C0004093
D000493,C0004096
D000493,C0004134
D000493,C0004936
D000493,C0005699
D000493,C0006145
D000493,C0006266
D000493,C0007222
D000493,C0007642
D000493,C0007785
D000493,C0009421
D000493,C0009450
D000493,C0009676
D000493,C1443060
D000493,C0009763
D000493,C0009806
D000493,C0009938
D000493,C0011570
D000493,C0011606
D000493,C0011615
D000493,C0011849
D000493,C0011991
D000493,C0012739
D000493,C0012833
D000493,C0013144
D000493,C2830004
D000493,C0013378
D000493,C0013395
D000493,C0013428
D000493,C0013491
D000493,C0013595
D000493,C0013604
D000493,C0014457
D000493,C0014518
D000493,C0014544
D000493,C0014591
D000493,C0014742
D000493,C0015230
D000493,C0011603
D000493,C0015397
D000493,C0015967
D000493,C0016204
D000493,C0016382
D000493,C0016867
D000493,C0242301
D000493,C0017152
D000493,C0017178
D000493,C0017181
D000493,C0017979
D000493,C0018418
D000493,C0018681
D000493,C0018799
D000493,C0018801
D000493,C0018926
D000493,C0018965
D000493,C0019080
D000493,C0518015
D000493,C0019158
D000493,C0019209
D000493,C0020433
D000493,C0020437
D000493,C0020456
D000493,C0020461
D000493,C0020473
D000493,C0020488
D000493,C0020517
D000493,C0020538
D000493,C0020598
D000493,C0020621
D000493,C0020625
D000493,C0020649
D000493,C0020981
D000493,C0021053
D000493,C0021359
D000493,C0021364
D000493,C0021843
D000493,C0022081
D000493,C0022346
D000493,C0022354
D000493,C0022660
D000493,C0023518
D000493,C0023530
D000493,C0023646
D000493,C0023895
D000493,C0151763
D000493,C0239571
D000493,C0024282
D000493,C0026827
D000493,C1142135
D000493,C0026848
D000493,C0027066
D000493,C0027497
D000493,C0027697
D000493,C0027707
D000493,C0041349
D000493,C0027765
D000493,C0027813
D000493,C0031117
D000493,C0027947
D000493,C0028643
D000493,C0278134
D000493,C0020580
D000493,C0028961
D000493,C0029134
D000493,C0030193
D000493,C0030312
D000493,C0030554
D000493,C0031046
D000493,C0031350
D000493,C0033246
D000493,C0033774
D000493,C0034065
D000493,C0034150
D000493,C1368065
D000493,C0035333
D000493,C0035455
D000493,C0036572
D000493,C0036983
D000493,C0038002
D000493,C0038220
D000493,C0038238
D000493,C0038325
D000493,C0038362
D000493,C0038454
D000493,C0038990
D000493,C0020458
D000493,C0038999
D000493,C0040034
D000493,C0040046
D000493,C0040264
D000493,C0040822
D000493,C0041364
D000493,C0041582
D000493,C0041948
D000493,C0242528
D000493,C0042029
D000493,C0042075
D000493,C0041969
D000493,C0042109
D000493,C0042384
D000493,C0042401
D000493,C1142412
D000493,C0042510
D000493,C0042571
D000493,C0042790
D000493,C3665347
D000493,C0042963
D000493,C0043049
D000493,C0043094
D000493,C0043144
D000493,C0085096
D000493,C0085593
D000493,C0085605
D000493,C0085631
D000493,C0085661
D000493,C0085681
D000493,C0085684
D000493,C0270810
D000493,C0085932
D000493,C0086543
D000493,C0086565
D000493,C0151436
D000493,C2973529
D000493,C0151578
D000493,C0235431
D000493,C0151579
D000493,C0151602
D000493,C0151610
D000493,C0040409
D000493,C0151613
D000493,C0342579
D000493,C0853748
D000493,C0151723
D000493,C0151735
D000493,C0160390
D000493,C0151773
D000493,C0151798
D000493,C0162429
D000493,C0178298
D000493,C0037274
D000493,C0206160
D000493,C0220981
D000493,C0221512
D000493,C0232492
D000493,C0231218
D000493,C0234215
D000493,C2047937
D000493,C0231528
D000493,C0231530
D000493,C0232292
D000493,C0235710
D000493,C0232459
D000493,C0232807
D000493,C1565489
D000493,C0233931
D000493,C0234533
D000493,C0235369
D000493,C0860210
D000493,C0235378
D000493,C0237849
D000493,C0240925
D000493,C0020569
D000493,C0242350
D000493,C0242429
D000493,C2363730
D000493,C2363731
D000493,C0243026
D000493,C0243065
D000493,C0267792
D000493,C0267940
D000493,C0333355
D000493,C0392025
D000493,C0000731
D000493,C0423773
D000493,C0423791
D000493,C0428977
D000493,C0442874
D000493,C0476486
D000493,C0497156
D000493,C0521464
D000493,C0522224
D000493,C0542571
D000493,C0546817
D000493,C0553548
D000493,C1318520
D000493,C0600228
D000493,C0700590
D000493,
D000493,C0856054
D000493,C0856069
D000493,C0917801
D000493,C1145670
D000493,C2242996
D000493,C2364111
D000493,C2712871
D000493,C0018099
D000493,C2981158
D000547,C0001807
D000547,C0001824
D000547,C0002170
D000547,C0002622
D000547,C0002792
D000547,C0003123
D000547,C0232462
D000547,C0003467
D000547,C0003811
D000547,C0004093
D000547,C0004134
D000547,C0004936
D000547,C0009421
D000547,C0009676
D000547,C1443060
D000547,C0009806
D000547,C0010037
D000547,C0010038
D000547,C0011124
D000547,C0855242
D000547,C0011168
D000547,C0011206
D000547,C0011253
D000547,C0011991
D000547,C0012833
D000547,C0013362
D000547,C0029408
D000547,C0013384
D000547,C0013395
D000547,C0013404
D000547,C0013595
D000547,C0013604
D000547,C0015230
D000547,C0011603
D000547,C0015397
D000547,C0015672
D000547,C0015967
D000547,C0017178
D000547,C0018524
D000547,C0018681
D000547,C0018790
D000547,C0018799
D000547,C0018801
D000547,C0018802
D000547,C0020517
D000547,C0020538
D000547,C0020649
D000547,C0020651
D000547,C0020672
D000547,C0413252
D000547,C0021177
D000547,C0022107
D000547,C0022568
D000547,C0023380
D000547,C0023518
D000547,C0023530
D000547,C0025061
D000547,C0026826
D000547,C0026961
D000547,C0027497
D000547,C0027765
D000547,C0027769
D000547,C0233494
D000547,C0027849
D000547,C0027947
D000547,C0028084
D000547,C0030252
D000547,C0030554
D000547,C0030662
D000547,C0033774
D000547,C0033975
D000547,C0034063
D000547,C0036572
D000547,C0038661
D000547,C0852733
D000547,C0039231
D000547,C0040822
D000547,C0042024
D000547,C0042075
D000547,C0041969
D000547,C0042373
D000547,C0042963
D000547,C0043352
D000547,C0080274
D000547,C0085628
D000547,C0549249
D000547,C0085631
D000547,C0085637
D000547,C0085642
D000547,C0085649
D000547,C0086439
D000547,C0151766
D000547,C0151772
D000547,C0338831
D000547,C0151836
D000547,C1456784
D000547,C0155002
D000547,C0162429
D000547,C0178298
D000547,C0037274
D000547,C0220870
D000547,C0231835
D000547,C0231919
D000547,C0233407
D000547,C0233479
D000547,C0233571
D000547,C0234518
D000547,C0234632
D000547,C0235086
D000547,C0235146
D000547,C0235198
D000547,C1306341
D000547,C0233414
D000547,C0259799
D000547,C0262576
D000547,C0522224
D000547,C0264490
D000547,C0022660
D000547,C0312420
D000547,C0344232
D000547,C0349506
D000547,C0162830
D000547,C0424000
D000547,C0424295
D000547,C0547030
D000547,C3665347
D000547,C0575081
D000547,C0700590
D000547,C0020458
D000547,
D000547,C0854212
D000547,C0917801
D000547,C2830004
D000584,C0000737
D000584,C0687713
D000584,C0002170
D000584,C0002874
D000584,C0002962
D000584,C0003123
D000584,C0232462
D000584,C0003862
D000584,C0948594
D000584,C0004093
D000584,C0004604
D000584,C0007859
D000584,C0008031
D000584,C0009421
D000584,C0009676
D000584,C1443060
D000584,C0009806
D000584,C0010200
D000584,C0011124
D000584,C0855242
D000584,C0011570
D000584,C0011991
D000584,C0012797
D000584,C0032617
D000584,C0012833
D000584,C0013395
D000584,C0013404
D000584,C0013428
D000584,C0015230
D000584,C0011603
D000584,C0015672
D000584,C0016204
D000584,C0017181
D000584,C0018418
D000584,C0018681
D000584,C0018834
D000584,C0019080
D000584,C0518015
D000584,C0019151
D000584,C0020461
D000584,C0020625
D000584,C0020651
D000584,C0022346
D000584,C0023895
D000584,C0151763
D000584,C0239571
D000584,C0026821
D000584,C0037763
D000584,C0027424
D000584,C0027497
D000584,C0027769
D000584,C0233494
D000584,C0027947
D000584,C0030193
D000584,C0030196
D000584,C0030252
D000584,C0030554
D000584,C0030920
D000584,C1167965
D000584,C0033774
D000584,C0036974
D000584,C0039971
D000584,C0040264
D000584,C0040822
D000584,C0042023
D000584,C0042571
D000584,C0042963
D000584,C0085584
D000584,C0085620
D000584,C0086565
D000584,C0151786
D000584,C0231230
D000584,C0232459
D000584,C0017178
D000584,C0234708
D000584,C0235318
D000584,C0000731
D000584,C0242350
D000584,C0428977
D000584,C0476289
D000584,C0547030
D000584,C3665347
D000584,C0553704
D000584,C0853760
